Availability,Categories,Description,Gender,Image,Link,Name,NumberOfReviews,PromoPrice,Rate,RegularPrice
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"krem brzoskwiniowy na dzień50 ml, nr kat. 368090",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/310152_368090_1280_720_101513.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Onlybio-Ritualia-Tranquilty-krem-brzoskwiniowy-na-dzien-50-ml,368090,9223",ONLYBIO Ritualia Tranquilty,None,33.99,None,53.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"krem-koncentrat na dzień i na noc przeciwzmarszczkowy50 ml, nr kat. 400540",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/348741_400540_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Bielenda-Golden-Placenta-krem-koncentrat-na-dzien-i-na-noc-przeciwzmarszczkowy-50-ml,400540,9223",BIELENDA Golden Placenta,None,21.99,None,29.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"liftingująco-ujędrniający krem przeciwzmarszczkowy50 ml, nr kat. 396268",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/348791_396268_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Bielenda-Golden-Placenta-liftingujaco-ujedrniajacy-krem-przeciwzmarszczkowy-50-ml,396268,9223",BIELENDA Golden Placenta,None,21.99,None,29.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"napinająco-odbudowujący krem-koncentrat przeciwzmarszczkowy50 ml, nr kat. 396269",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/348796_396269_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Bielenda-Golden-Placenta-napinajaco-odbudowujacy-krem-koncentrat-przeciwzmarszczkowy-50-ml,396269,9223",BIELENDA Golden Placenta,None,21.99,None,29.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"nawilżająco-wygładzający krem przeciwzmarszczkowy, 40+50 ml, nr kat. 396267",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/348782_396267_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Bielenda-Golden-Placenta-nawilzajaco-wygladzajacy-krem-przeciwzmarszczkowy-40-50-ml,396267,9223",BIELENDA Golden Placenta,None,21.99,None,29.99
Available online,Twarz/Pielęgnacja twarzy/Kremy pod oczy,"nawilżająco-liftingujący krem pod oczy, przeciwzmarszczkowy15 ml, nr kat. 396243",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/348746_396243_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-pod-oczy/Bielenda-Golden-Placenta-nawilzajaco-liftingujacy-krem-pod-oczy-przeciwzmarszczkowy-15-ml,396243,9224",BIELENDA Golden Placenta,None,17.99,None,23.99
Available online,Twarz/Pielęgnacja twarzy/Serum,"regenerująco- rozświetlające serum przeciwzmarszczkowe30 g, nr kat. 396244",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/348620_396244_1280_720.png,"https://www.rossmann.pl/Produkt/Serum/Bielenda-Golden-Placenta-regenerujaco-rozswietlajace-serum-przeciwzmarszczkowe-30-g,396244,9225",BIELENDA Golden Placenta,None,24.49,None,32.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"nawilżający krem-żel matujący na dzień i na noc, skóra wrażliwa, mieszana i tłusta40 ml, nr kat. 311702",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/223269_311702_1280_720_70066.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Tolpa-dermo-face-strefa-T-nawilzajacy-krem-zel-matujacy-na-dzien-i-na-noc-skora-wrazliwa-mieszana-i,311702,9223",TOŁPA dermo face strefa T,None,24.99,None,35.99
Available online,Twarz/Pielęgnacja twarzy/Kremy pod oczy,"krem pod oczy nawilżający15 ml, nr kat. 401445",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/350393_401445_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-pod-oczy/Vis-Plantis-Gift-of-Nature-krem-pod-oczy-nawilzajacy-15-ml,401445,9224",VIS PLANTIS GIFT OF NATURE,None,14.99,None,19.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"krem na dzień i na noc odmładzający50 ml, nr kat. 402044",mężczyznakobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/354976_402044_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Skin-UP-krem-na-dzien-i-na-noc-odmladzajacy-50-ml,402044,9223",SKIN UP,None,19.99,None,26.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"krem na dzień i na noc nawilżający50 ml, nr kat. 402042",mężczyznakobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/354974_402042_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Skin-UP-krem-na-dzien-i-na-noc-nawilzajacy-50-ml,402042,9223",SKIN UP,None,19.99,None,26.99
Available online,Twarz/Pielęgnacja twarzy/Serum,"serum do twarzy cera sucha30 ml, nr kat. 401442",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/351193_401442_1280_720.png,"https://www.rossmann.pl/Produkt/Serum/Vis-Plantis-Gift-of-Nature-serum-do-twarzy-cera-sucha-30-ml,401442,9225",VIS PLANTIS GIFT OF NATURE,None,18.99,None,24.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"krem na dzień i na noc liftingujący50 ml, nr kat. 402043",mężczyznakobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/354975_402043_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Skin-UP-krem-na-dzien-i-na-noc-liftingujacy-50-ml,402043,9223",SKIN UP,None,19.99,None,26.99
Available online,Twarz/Pielęgnacja twarzy/Serum,"serum do twarzy z bioolejkiem z róży i olejkiem arganowym30 ml, nr kat. 400477",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/351512_400477_1280_720.png,"https://www.rossmann.pl/Produkt/Serum/InoPharm-Pure-Elements-serum-do-twarzy-z-bioolejkiem-z-rozy-i-olejkiem-arganowym-30-ml,400477,9225",INOPHARM Pure Elements,None,29.99,None,39.99
Available online,Twarz/Pielęgnacja twarzy/Serum,"serum do twarzy z olejkiem z róży30 ml, nr kat. 400479",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/351519_400479_1280_720.png,"https://www.rossmann.pl/Produkt/Serum/InoPharm-Pure-Elements-serum-do-twarzy-z-olejkiem-z-rozy-30-ml,400479,9225",INOPHARM Pure Elements,None,29.99,None,39.99
Available online,Twarz/Pielęgnacja twarzy/Serum,"serum do twarzy z olejkiem CBD30 ml, nr kat. 400478",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/351518_400478_1280_720.png,"https://www.rossmann.pl/Produkt/Serum/InoPharm-Pure-Elements-serum-do-twarzy-z-olejkiem-CBD-30-ml,400478,9225",INOPHARM Pure Elements,None,29.99,None,39.99
Available online,Twarz/Pielęgnacja twarzy/Serum,"serum do twarzy z 2% retinolem30 ml, nr kat. 400476",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/351515_400476_1280_720.png,"https://www.rossmann.pl/Produkt/Serum/InoPharm-Pure-Elements-serum-do-twarzy-z-2-retinolem-30-ml,400476,9225",INOPHARM Pure Elements,None,29.99,None,39.99
Available online,Twarz/Pielęgnacja twarzy/Serum,"serum do twarzy z 2% kwasem hialuronowym30 ml, nr kat. 400475",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/351514_400475_1280_720.png,"https://www.rossmann.pl/Produkt/Serum/InoPharm-Pure-Elements-serum-do-twarzy-z-2-kwasem-hialuronowym-30-ml,400475,9225",INOPHARM Pure Elements,None,29.99,None,39.99
Available online,Twarz/Oczyszczanie i demakijaż/Peelingi do twarzy,"peeling do twarzy z 9% kwasami AHA i BHA30 ml, nr kat. 400472",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/351511_400472_1280_720.png,"https://www.rossmann.pl/Produkt/Peelingi-do-twarzy/InoPharm-Pure-Elements-peeling-do-twarzy-z-9-kwasami-AHA-i-BHA-30-ml,400472,8695",INOPHARM Pure Elements,None,27.99,None,39.99
Available online,Twarz/Pielęgnacja twarzy/Kremy pod oczy,"żel pod oczy ze świetlikiem i ogórkiem15 ml, nr kat. 401109",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/352140_401109_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-pod-oczy/FlosLek-Laboratorium-zel-pod-oczy-ze-swietlikiem-i-ogorkiem-15-ml,401109,9224",FLOSLEK LABORATORIUM,None,8.29,None,10.99
Available online,Higiena/Dezodoranty i antyperspiranty/Antyperspiranty,"antyperspirant dla kobiet w sztyfcie, Sport strength45 ml, nr kat. 343405",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/250751_343405_1280_720_81192.png,"https://www.rossmann.pl/Produkt/Antyperspiranty/Rexona-Maximum-Protection-antyperspirant-dla-kobiet-w-sztyfcie-Sport-strength-45-ml,343405,9195",REXONA Maximum Protection,None,23.99,None,29.99
Available online,Twarz/Oczyszczanie i demakijaż/Peelingi do twarzy,"peeling do twarzy z 5% kwasem mlekowym30 ml, nr kat. 400471",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/351516_400471_1280_720.png,"https://www.rossmann.pl/Produkt/Peelingi-do-twarzy/InoPharm-Pure-Elements-peeling-do-twarzy-z-5-kwasem-mlekowym-30-ml,400471,8695",INOPHARM Pure Elements,None,27.99,None,39.99
Available online,Twarz/Pielęgnacja twarzy/Serum,"serum do twarzy z 10% niacynamidem30 ml, nr kat. 400474",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/351517_400474_1280_720.png,"https://www.rossmann.pl/Produkt/Serum/InoPharm-Pure-Elements-serum-do-twarzy-z-10-niacynamidem-30-ml,400474,9225",INOPHARM Pure Elements,None,29.99,None,39.99
Available online,Twarz/Pielęgnacja twarzy/Serum,"serum do twarzy z 3% Matrixylem30 ml, nr kat. 400473",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/351513_400473_1280_720.png,"https://www.rossmann.pl/Produkt/Serum/InoPharm-Pure-Elements-serum-do-twarzy-z-3-Matrixylem-30-ml,400473,9225",INOPHARM Pure Elements,None,29.99,None,39.99
Available online,Higiena/Dezodoranty i antyperspiranty/Antyperspiranty,"antyperspirant w sztyfcie Silna Ochrona40 ml, nr kat. 322769",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/334598_322769_1280_720.png,"https://www.rossmann.pl/Produkt/Antyperspiranty/Hidrofugal-Dusch-Frische-antyperspirant-w-sztyfcie-Silna-Ochrona-40-ml,322769,9195",HIDROFUGAL Dusch Frische,None,15.99,None,23.49
Available online,Twarz/Oczyszczanie i demakijaż/Peelingi do twarzy,"peeling do twarzy z 2% kwasem salicylowym30 ml, nr kat. 400470",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/351510_400470_1280_720.png,"https://www.rossmann.pl/Produkt/Peelingi-do-twarzy/InoPharm-Pure-Elements-peeling-do-twarzy-z-2-kwasem-salicylowym-30-ml,400470,8695",INOPHARM Pure Elements,None,27.99,None,39.99
Available online,Higiena/Dezodoranty i antyperspiranty/Antyperspiranty,"antyperspirant dla kobiet w sztyfcie, Confidence45 ml, nr kat. 343381",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/261087_343381_1280_720_86086.png,"https://www.rossmann.pl/Produkt/Antyperspiranty/Rexona-Maximum-Protection-antyperspirant-dla-kobiet-w-sztyfcie-Confidence-45-ml,343381,9195",REXONA Maximum Protection,None,23.99,None,29.99
Available online,Higiena/Dezodoranty i antyperspiranty/Antyperspiranty,"antyperspirant dla kobiet w kulce, Confidence50 ml, nr kat. 343365",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/250733_343365_1280_720_81192.png,"https://www.rossmann.pl/Produkt/Antyperspiranty/Rexona-Maximum-Protection-antyperspirant-dla-kobiet-w-kulce-Confidence-50-ml,343365,9195",REXONA Maximum Protection,None,22.99,None,28.99
Available online,Higiena/Dezodoranty i antyperspiranty/Antyperspiranty,"antyperspirant w kremie dla kobiet45 ml, nr kat. 219444",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/268197_219444_1280_720_87904.png,"https://www.rossmann.pl/Produkt/Antyperspiranty/Rexona-Maximum-Protection-antyperspirant-w-kremie-dla-kobiet-45-ml,219444,9195",REXONA Maximum Protection,None,23.99,None,29.99
Available online,Czystość w Domu/Akcesoria do sprzątania/Ręczniki papierowe,"ręcznik papierowy mega rolka1 szt., nr kat. 161266",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/100905_161266_1280_720_32724.png,"https://www.rossmann.pl/Produkt/Reczniki-papierowe/Europrofiti-recznik-papierowy-mega-rolka-1-szt,161266,8341",EUROPROFITI,None,5.59,None,6.99
Available online,Czystość w Domu/Akcesoria do sprzątania/Ręczniki papierowe,"ręcznik papierowy 3-warstwowy1 sztt., nr kat. 394146",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/340817_394146_1280_720.png,"https://www.rossmann.pl/Produkt/Reczniki-papierowe/Velvet-Boost-recznik-papierowy-3-warstwowy-1-sztt,394146,8341",VELVET Boost!,None,10.49,None,12.99
Available online,Higiena/Dezodoranty i antyperspiranty/Antyperspiranty,"antyperspirant dla kobiet w kulce, Clean scent50 ml, nr kat. 343357",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/261059_343357_1280_720_86080.png,"https://www.rossmann.pl/Produkt/Antyperspiranty/Rexona-Maximum-Protection-antyperspirant-dla-kobiet-w-kulce-Clean-scent-50-ml,343357,9195",REXONA Maximum Protection,None,22.99,None,28.99
Available online,Higiena/Artykuły higieniczne/Papiery toaletowe,"papier toaletowy rumiankowy, 3-warstwowy4 szt., nr kat. 369515",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/316883_369515_1280_720_105537.png,"https://www.rossmann.pl/Produkt/Papiery-toaletowe/Velvet-ecoROLL-papier-toaletowy-rumiankowy-3-warstwowy-4-szt,369515,8613",VELVET ecoROLL,None,10.49,None,12.49
Available online,Higiena/Artykuły higieniczne/Papiery toaletowe,"papier toaletowy 3-warstwowy4 szt., nr kat. 369516",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/316882_369516_1280_720_105537.png,"https://www.rossmann.pl/Produkt/Papiery-toaletowe/Velvet-ecoROLL-papier-toaletowy-3-warstwowy-4-szt,369516,8613",VELVET ecoROLL,None,10.49,None,12.49
Available online,Twarz/Pielęgnacja twarzy/Serum,"olejek serum do twarzy, szyi i dekoltu50 ml, nr kat. 401060",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/350078_401060_1280_720.png,"https://www.rossmann.pl/Produkt/Serum/Farmona-Herbal-Care-My-Nature-olejek-serum-do-twarzy-szyi-i-dekoltu-50-ml,401060,9225",FARMONA HERBAL CARE My Nature,None,12.79,None,16.99
Available online,Czystość w Domu/Akcesoria do sprzątania/Ręczniki papierowe,"ściereczki dezynfekujące do rąk i powierzchni80 szt., nr kat. 368687",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/314098_368687_1280_720_103626.png,"https://www.rossmann.pl/Produkt/Reczniki-papierowe/Alko-Wipe-sciereczki-dezynfekujace-do-rak-i-powierzchni-80-szt,368687,8341",ALKO WIPE,None,9.99,None,14.79
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"krem na dzień i na noc nawilżająco-wzmacniający do cery naczynkowej z arniką50 ml, nr kat. 401142",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/350075_401142_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Farmona-Herbal-Care-My-Nature-krem-na-dzien-i-na-noc-nawilzajaco-wzmacniajacy-do-cery-naczynkowej-z,401142,9223",FARMONA HERBAL CARE My Nature,None,12.79,None,16.99
Available online,Czystość w Domu/Akcesoria do sprzątania/Ręczniki papierowe,"ściereczki uniwersalne z jonami srebra50 szt., nr kat. 371697",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/317718_371697_1280_720_106215.png,"https://www.rossmann.pl/Produkt/Reczniki-papierowe/Jan-Niezbedny-sciereczki-uniwersalne-z-jonami-srebra-50-szt,371697,8341",JAN NIEZBĘDNY,None,10.99,None,14.99
Available online,Czystość w Domu/Akcesoria do sprzątania/Ręczniki papierowe,"spłukiwalne ściereczki celulozowe 100 szt., nr kat. 395653",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/340053_395653_1280_720.png,"https://www.rossmann.pl/Produkt/Reczniki-papierowe/Avellia-splukiwalne-sciereczki-celulozowe-100-szt,395653,8341",AVELLIA,None,11.49,None,16.99
Available online,Higiena/Artykuły higieniczne/Papiery toaletowe,"nawilżany papier toaletowy60 szt., nr kat. 288835",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/335055_288835_1280_720.png,"https://www.rossmann.pl/Produkt/Papiery-toaletowe/Tami-Kids-nawilzany-papier-toaletowy-60-szt,288835,8613",TAMI Kids,None,4.49,None,5.79
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"krem na dzień i na noc każdy rodzaj skóry50 ml, nr kat. 401512",mężczyznakobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/355001_401512_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Vollare-krem-na-dzien-i-na-noc-kazdy-rodzaj-skory-50-ml,401512,9223",VOLLARE,None,7.49,None,9.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"krem na dzień i na noc odmładzający50 ml, nr kat. 401513",mężczyznakobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/355000_401513_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Vollare-krem-na-dzien-i-na-noc-odmladzajacy-50-ml,401513,9223",VOLLARE,None,7.49,None,9.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"krem na dzień i na noc poprawiający napięcie skóry50 ml, nr kat. 401521",mężczyznakobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/354992_401521_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Vollare-Kozie-Mleko-krem-na-dzien-i-na-noc-poprawiajacy-napiecie-skory-50-ml,401521,9223",VOLLARE Kozie Mleko,None,9.79,None,12.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"krem na dzień i na noc każdy rodzaj skóry50 ml, nr kat. 401511",mężczyznakobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/355004_401511_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Vollare-krem-na-dzien-i-na-noc-kazdy-rodzaj-skory-50-ml,401511,9223",VOLLARE,None,7.49,None,9.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"krem na dzień i na noc wygładzający zmarszczki50 ml, nr kat. 401520",mężczyznakobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/354994_401520_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Vollare-Kozie-Mleko-krem-na-dzien-i-na-noc-wygladzajacy-zmarszczki-50-ml,401520,9223",VOLLARE Kozie Mleko,None,9.79,None,12.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"krem na dzień i na noc odżywczy50 ml, nr kat. 401518",mężczyznakobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/354998_401518_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Vollare-Kozie-Mleko-krem-na-dzien-i-na-noc-odzywczy-50-ml,401518,9223",VOLLARE Kozie Mleko,None,9.79,None,12.99
Available online,Twarz/Pielęgnacja twarzy/Kremy pod oczy,"serum do powiek i pod oczy ze świetlikiem i kofeiną15 ml, nr kat. 401110",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/352393_401110_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-pod-oczy/FlosLek-Laboratorium-serum-do-powiek-i-pod-oczy-ze-swietlikiem-i-kofeina-15-ml,401110,9224",FLOSLEK LABORATORIUM,None,12.79,None,16.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"krem na dzień i na noc intensywnie nawilżający50 ml, nr kat. 401519",mężczyznakobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/354996_401519_1280_720.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Vollare-Kozie-Mleko-krem-na-dzien-i-na-noc-intensywnie-nawilzajacy-50-ml,401519,9223",VOLLARE Kozie Mleko,None,9.79,None,12.99
Available online,Twarz/Oczyszczanie i demakijaż/Toniki do twarzy,"nawilżająca esencja tonizująca do każdego typu cery200 ml, nr kat. 366271",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/313016_366271_1280_720_102947.png,"https://www.rossmann.pl/Produkt/Toniki-do-twarzy/Soraya-Kombucha-nawilzajaca-esencja-tonizujaca-do-kazdego-typu-cery-200-ml,366271,8692",SORAYA Kombucha,None,13.99,None,19.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"nawilżający żel-krem matujący na dzień i na noc50 ml, nr kat. 321239",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/204051_321239_1280_720_62691.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Biotaniqe-Aloe-Vera-nawilzajacy-zel-krem-matujacy-na-dzien-i-na-noc-50-ml,321239,9223",BIOTANIQE Aloe Vera,None,15.99,None,21.49
Available online,Twarz/Oczyszczanie i demakijaż/Toniki do twarzy,"tonik do twarzy200 ml, nr kat. 363117",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/337957_363117_1280_720.png,"https://www.rossmann.pl/Produkt/Toniki-do-twarzy/LOreal-Paris-Hyaluron-Specialist-tonik-do-twarzy-200-ml,363117,8692",L'ORÉAL PARIS Hyaluron Specialist,None,16.99,None,21.99
Available online,Twarz/Oczyszczanie i demakijaż/Toniki do twarzy,"tonik do twarzy balansujący150 ml, nr kat. 367465",None,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/310089_367465_1280_720_101513.png,"https://www.rossmann.pl/Produkt/Toniki-do-twarzy/Onlybio-Ritualia-Joy-tonik-do-twarzy-balansujacy-150-ml,367465,8692",ONLYBIO Ritualia Joy,None,19.99,None,32.99
Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,"żel-krem głęboko nawilżający, na dzień i na noc50 ml, nr kat. 321238",kobieta,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/204046_321238_1280_720_62691.png,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Biotaniqe-Aloe-Vera-zel-krem-gleboko-nawilzajacy-na-dzien-i-na-noc-50-ml,321238,9223",BIOTANIQE Aloe Vera,None,15.99,None,21.49
