Name,Image,Description,RegularPrice,PromoPrice,Link,Availability,Categories,Rate,NumberOfReviews,Gender
L'ORÉAL PARIS Ekspert Wieku 70+,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/82186_258640_1280_720_23976.png,"przeciwzmarszczkowy krem odżywczy na noc50 ml, nr kat. 258640",29.99,16.99,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/LOreal-Paris-Ekspert-Wieku-70-przeciwzmarszczkowy-krem-odzywczy-na-noc-50-ml,258640,9223",Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta
EVELINE COSMETICS Royal Snail,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/305439_297443_1280_720_100163.png,"skoncentrowany krem pod oczy i na powieki intensywnie liftingujący, na dzień i na noc, 50+/70+20 ml, nr kat. 297443",26.99,16.99,"https://www.rossmann.pl/Produkt/Kremy-pod-oczy/Eveline-Cosmetics-Royal-Snail-skoncentrowany-krem-pod-oczy-i-na-powieki-intensywnie-liftingujacy-na,297443,9224",Available online,Twarz/Pielęgnacja twarzy/Kremy pod oczy,None,None,None
EVELINE COSMETICS Royal Snail,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/305431_297435_1280_720_100163.png,"skoncentrowany krem silnie liftingujący na dzień i na noc, cera dojrzała, 50+50 ml, nr kat. 297435",29.99,17.99,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Eveline-Cosmetics-Royal-Snail-skoncentrowany-krem-silnie-liftingujacy-na-dzien-i-na-noc-cera-dojrza,297435,9223",Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta
EVELINE COSMETICS Royal Snail,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/305433_297438_1280_720_100163.png,"skoncentrowany krem ultranaprawczy na dzień i na noc, cera dojrzała, 60+50 ml, nr kat. 297438",29.99,17.99,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Eveline-Cosmetics-Royal-Snail-skoncentrowany-krem-ultranaprawczy-na-dzien-i-na-noc-cera-dojrzala-60,297438,9223",Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta
EVELINE COSMETICS Royal Snail,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/305435_297439_1280_720_100163.png,"skoncentrowany krem aktywnie regenerujący na dzień i na noc, cera dojrzała, 70+50 ml, nr kat. 297439",29.99,17.99,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Eveline-Cosmetics-Royal-Snail-skoncentrowany-krem-aktywnie-regenerujacy-na-dzien-i-na-noc-cera-dojr,297439,9223",Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta
AA Technologia Wieku 5 Repair 60+ Złota Kuracja,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/334032_291430_1280_720.png,"krem pod oczy napinająco-odżywczy15 ml, nr kat. 291430",21.99,16.49,"https://www.rossmann.pl/Produkt/Kremy-pod-oczy/AA-Technologia-Wieku-5-Repair-60-Zlota-Kuracja-krem-pod-oczy-napinajaco-odzywczy-15-ml,291430,9224",Available online,Twarz/Pielęgnacja twarzy/Kremy pod oczy,None,None,None
AA Technologia Wieku 5 Repair 60+ Złota Kuracja,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/334046_291428_1280_720.png,"ujędrniający krem wzmacniający na noc skóra wrażliwa i skłonna do alergii50 ml, nr kat. 291428",29.99,21.99,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/AA-Technologia-Wieku-5-Repair-60-Zlota-Kuracja-ujedrniajacy-krem-wzmacniajacy-na-noc-skora-wrazliw,291428,9223",Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta
AA Technologia Wieku 5 Repair 60+ Złota Kuracja,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/334036_291422_1280_720.png,"krem przeciwzmarszczkowy na dzień skóra wrażliwa i skłonna do alergii50 ml, nr kat. 291422",29.99,21.99,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/AA-Technologia-Wieku-5-Repair-60-Zlota-Kuracja-krem-przeciwzmarszczkowy-na-dzien-skora-wrazliwa-i-,291422,9223",Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta
AA Technologia Wieku 5 Repair 60+ Złota Kuracja,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/334041_291425_1280_720.png,"regenerujący krem odbudowujący na noc skóra wrażliwa i skłonna do alergii50 ml, nr kat. 291425",29.99,21.99,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/AA-Technologia-Wieku-5-Repair-60-Zlota-Kuracja-regenerujacy-krem-odbudowujacy-na-noc-skora-wrazliw,291425,9223",Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta
AA Technologia Wieku 5 Repair 70+ Intensywne Odżywienie,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/334061_291438_1280_720.png,"krem pod oczy nawilżająco-odżywczy15 ml, nr kat. 291438",21.99,16.49,"https://www.rossmann.pl/Produkt/Kremy-pod-oczy/AA-Technologia-Wieku-5-Repair-70-Intensywne-Odzywienie-krem-pod-oczy-nawilzajaco-odzywczy-15-ml,291438,9224",Available online,Twarz/Pielęgnacja twarzy/Kremy pod oczy,None,None,None
AA Technologia Wieku 5 Repair 70+ Intensywne Odżywienie,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/334056_291437_1280_720.png,"krem wzmacniający na noc skóra wrażliwa i skłonna do alergii, 70+50 ml, nr kat. 291437",29.99,21.99,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/AA-Technologia-Wieku-5-Repair-70-Intensywne-Odzywienie-krem-wzmacniajacy-na-noc-skora-wrazliwa-i-s,291437,9223",Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta
AA Technologia Wieku 5 Repair 70+ Intensywne Odżywienie,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/334051_291434_1280_720.png,"krem intensywnie regenerujący na dzień i na noc skóra wrażliwa i skłonna do alergii50 ml, nr kat. 291434",29.99,21.99,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/AA-Technologia-Wieku-5-Repair-70-Intensywne-Odzywienie-krem-intensywnie-regenerujacy-na-dzien-i-na,291434,9223",Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta
PERFECTA Fenomen C,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/319338_248613_1280_720.png,"nawilżający krem liftingujący na dzień i na noc, 50+, SPF 650 ml, nr kat. 248613",29.99,21.99,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Perfecta-Fenomen-C-nawilzajacy-krem-liftingujacy-na-dzien-i-na-noc-50-SPF-6-50-ml,248613,9223",Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,3.5,5,kobieta
PERFECTA Fenomen C,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/319339_248619_1280_720.png,"regenerujący krem ujędrniający na dzień i na noc, 60+, SPF 650 ml, nr kat. 248619",29.99,21.99,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Perfecta-Fenomen-C-regenerujacy-krem-ujedrniajacy-na-dzien-i-na-noc-60-SPF-6-50-ml,248619,9223",Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,4.5,5,kobieta
PERFECTA Fenomen C,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/319337_276349_1280_720.png,"regenerujący krem odbudowujący na dzień i na noc, 70+, SPF 650 ml, nr kat. 276349",29.99,21.99,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Perfecta-Fenomen-C-regenerujacy-krem-odbudowujacy-na-dzien-i-na-noc-70-SPF-6-50-ml,276349,9223",Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta
BIELENDA Royal Bee Elixir,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/311160_372618_1280_720_102131.png,"przeciwzmarszczkowy krem liftingująco- ujędrniający na dzień i na noc, 50+50 ml, nr kat. 372618",27.49,19.99,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Bielenda-Royal-Bee-Elixir-przeciwzmarszczkowy-krem-liftingujaco-ujedrniajacy-na-dzien-i-na-noc-50-,372618,9223",Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta
BIELENDA Royal Bee Elixir,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/311165_372617_1280_720_102131.png,"przeciwzmarszczkowy krem - koncentrat aktywnie regenerujący, na dzień i na noc, 60+50 ml, nr kat. 372617",27.49,19.99,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Bielenda-Royal-Bee-Elixir-przeciwzmarszczkowy-krem-koncentrat-aktywnie-regenerujacy-na-dzien-i-na,372617,9223",Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta
BIELENDA Royal Bee Elixir,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/311170_372616_1280_720_102131.png,"przeciwzmarszczkowy krem - koncentrat silnie odbudowujący, na dzień i na noc, 70+50 ml, nr kat. 372616",27.49,19.99,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Bielenda-Royal-Bee-Elixir-przeciwzmarszczkowy-krem-koncentrat-silnie-odbudowujacy-na-dzien-i-na-n,372616,9223",Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta
LIRENE Bursztynowa Odbudowa 60+,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/346283_164038_1280_720.png,"przeciwzmarszczkowy krem ujędrniający na dzień i na noc50 ml, nr kat. 164038",19.99,13.99,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Lirene-Bursztynowa-Odbudowa-60-przeciwzmarszczkowy-krem-ujedrniajacy-na-dzien-i-na-noc-50-ml,164038,9223",Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta
LIRENE Retinolowe Odżywienie 70+,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/259161_173175_1280_720_85258.png,"przeciwzmarszczkowy krem naprawczy na dzień i na noc50 ml, nr kat. 173175",19.99,13.99,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Lirene-Retinolowe-Odzywienie-70-przeciwzmarszczkowy-krem-naprawczy-na-dzien-i-na-noc-50-ml,173175,9223",Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta
DERMIKA Luxury Caviar,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/327491_381354_1280_720.png,"krem intensywnie regenerujący pod oczy15 ml, nr kat. 381354",53.99,32.99,"https://www.rossmann.pl/Produkt/Kremy-pod-oczy/Dermika-Luxury-Caviar-krem-intensywnie-regenerujacy-pod-oczy-15-ml,381354,9224",Available online,Twarz/Pielęgnacja twarzy/Kremy pod oczy,None,None,None
DERMIKA Luxury Caviar,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/327467_381350_1280_720.png,"krem wypełniający zmarszczki na dzień i na noc, 50+50 ml, nr kat. 381350",79.99,47.99,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Dermika-Luxury-Caviar-krem-wypelniajacy-zmarszczki-na-dzien-i-na-noc-50-50-ml,381350,9223",Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta
DERMIKA Luxury Caviar,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/327473_381351_1280_720.png,"krem aktywnie regenerujący na dzień i na noc, 60+50 ml, nr kat. 381351",79.99,47.99,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Dermika-Luxury-Caviar-krem-aktywnie-regenerujacy-na-dzien-i-na-noc-60-50-ml,381351,9223",Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta
DERMIKA Luxury Caviar,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/327479_381352_1280_720.png,"krem odbudowujący na dzień i na noc, 70+50 ml, nr kat. 381352",79.99,47.99,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Dermika-Luxury-Caviar-krem-odbudowujacy-na-dzien-i-na-noc-70-50-ml,381352,9223",Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta
DERMIKA Luxury Caviar,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/327485_381353_1280_720.png,"krem przeciwzmarszczkowy, eliksir na noc50 ml, nr kat. 381353",79.99,47.99,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Dermika-Luxury-Caviar-krem-przeciwzmarszczkowy-eliksir-na-noc-50-ml,381353,9223",Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta
NIVEA Cellular Luminous,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/332371_381361_1280_720.png,"intensywne serum przeciw przebarwieniom skóry30 ml, nr kat. 381361",89.99,66.99,"https://www.rossmann.pl/Produkt/Serum/Nivea-Cellular-Luminous-intensywne-serum-przeciw-przebarwieniom-skory-30-ml,381361,9225",Available online,Twarz/Pielęgnacja twarzy/Serum,None,None,None
NIVEA Cellular Luminous,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/343256_394835_1280_720.png,"krem redukujący cienie pod oczami15 ml, nr kat. 394835",69.99,53.99,"https://www.rossmann.pl/Produkt/Serum/Nivea-Cellular-Luminous-krem-redukujacy-cienie-pod-oczami-15-ml,394835,9225",Available online,Twarz/Pielęgnacja twarzy/Serum,None,None,None
NIVEA Cellular Luminous,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/332372_381360_1280_720.png,"krem przeciw przebarwieniom na dzień SPF 5040 ml, nr kat. 381360",79.99,59.99,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Nivea-Cellular-Luminous-krem-przeciw-przebarwieniom-na-dzien-SPF-50-40-ml,381360,9223",Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta
NIVEA Cellular Luminous,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/343247_394827_1280_720.png,"krem-fluid na dzień tonujący przeciw przebarwieniom40 ml, nr kat. 394827",79.99,59.99,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Nivea-Cellular-Luminous-krem-fluid-na-dzien-tonujacy-przeciw-przebarwieniom-40-ml,394827,9223",Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta
NIVEA Cellular Luminous,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/340673_394826_1280_720.png,"krem na noc przeciw przebarwieniom50 ml, nr kat. 394826",79.99,59.99,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Nivea-Cellular-Luminous-krem-na-noc-przeciw-przebarwieniom-50-ml,394826,9223",Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta
NIVEA Cellular EXPERT LIFT,https://www.ros.net.pl/GalleryImages/product_photos/1280_720/343259_395579_1280_720.png,"zaawansowany krem przeciwzmarszczkowy na dzień50 ml, nr kat. 395579",62.99,46.99,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Nivea-Cellular-EXPERT-LIFT-zaawansowany-krem-przeciwzmarszczkowy-na-dzien-50-ml,395579,9223",Available online,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta
